Price,Area,Bedrooms,Bathrooms,Floors,AccessWidth,FacadeWidth,LegalStatus,Furnishing,District,Province
2.55,30.0,2.0,2.0,2.0,3.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
11.8,45.0,6.0,4.0,5.0,4.0,4.0,yes,yes,Hà Đông, Hà Nội
12.9,120.0,4.0,5.0,3.0,6.0,6.0,yes,no,Gò Vấp, Hồ Chí Minh
23.8,49.0,4.0,6.0,6.0,8.0,4.4,yes,no,Hai Bà Trưng, Hà Nội
8.0,45.0,3.0,2.0,3.0,3.0,4.0,yes,yes,Hà Đông, Hà Nội
9.8,69.0,4.0,3.0,3.0,6.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
8.65,42.0,5.0,4.0,5.0,10.0,5.0,yes,yes,Hoàng Mai, Hà Nội
6.17,80.0,4.0,3.0,2.0,7.0,5.0,yes,no,Quận 12, Hồ Chí Minh
6.5,55.0,5.0,5.0,4.0,6.0,5.0,yes,yes,Hoàng Mai, Hà Nội
7.75,55.0,4.0,4.0,5.0,4.0,6.0,yes,no,Hoàng Mai, Hà Nội
4.65,65.0,3.0,3.0,5.0,4.0,4.5,yes,yes,Hoàng Mai, Hà Nội
7.1,42.0,4.0,3.0,4.0,4.0,3.3,yes,yes,Quận 8, Hồ Chí Minh
4.85,55.0,4.0,4.0,3.0,3.0,4.0,yes,yes,Thanh Khê, Đà Nẵng
5.89,100.0,3.0,2.0,2.0,7.0,4.0,yes,yes,Cẩm Lệ, Đà Nẵng
7.85,80.0,5.0,5.0,5.0,10.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
6.35,30.0,3.0,4.0,4.0,2.0,5.0,yes,yes,Hai Bà Trưng, Hà Nội
8.5,60.0,4.0,4.0,4.0,10.0,4.0,yes,yes,Hoàng Mai, Hà Nội
8.5,80.0,2.0,2.0,1.0,6.0,4.0,yes,no,Tân Bình, Hồ Chí Minh
5.95,30.0,3.0,4.0,5.0,2.5,3.9,yes,yes,Hoàng Mai, Hà Nội
14.8,48.0,4.0,4.0,5.0,5.0,3.7,yes,yes,Đống Đa, Hà Nội
8.4,51.0,4.0,3.0,3.0,5.0,5.8,yes,no,Bình Thạnh, Hồ Chí Minh
5.6,50.0,4.0,4.0,5.0,5.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
13.0,87.3,4.0,4.0,3.0,5.0,4.5,yes,no,Quận 3, Hồ Chí Minh
10.7,60.0,4.0,2.0,1.0,10.0,6.0,yes,yes,Tân Bình, Hồ Chí Minh
2.55,106.6,3.0,2.0,1.0,10.0,5.0,yes,yes,Thuận An, Bình Dương
7.29,36.0,4.0,4.0,4.0,8.0,5.0,yes,yes,Hà Đông, Hà Nội
9.16,39.8,5.0,3.0,5.0,2.7,3.5,yes,yes,Cầu Giấy, Hà Nội
3.7,27.0,3.0,2.0,5.0,2.0,3.5,yes,yes,Hoàn Kiếm, Hà Nội
12.0,58.0,4.0,5.0,4.0,8.0,4.14,yes,yes,Bình Thạnh, Hồ Chí Minh
5.75,47.0,4.0,4.0,5.0,3.0,4.0,yes,yes,Long Biên, Hà Nội
4.99,64.0,3.0,3.0,1.0,4.0,4.0,yes,no,Tân Phú, Hồ Chí Minh
14.48,60.0,6.0,4.0,5.0,10.0,4.0,yes,yes,Hà Đông, Hà Nội
12.2,50.0,5.0,5.0,5.0,10.0,5.0,yes,yes,Hà Đông, Hà Nội
10.8,48.0,3.0,4.0,5.0,2.5,5.5,yes,no,Cầu Giấy, Hà Nội
8.9,67.0,4.0,4.0,3.0,6.0,6.0,yes,yes,Quận 2, Hồ Chí Minh
8.7,52.0,4.0,4.0,6.0,5.0,5.0,yes,yes,Thanh Trì, Hà Nội
23.0,67.65,4.0,3.0,4.0,6.0,4.85,yes,yes,Đống Đa, Hà Nội
2.55,106.6,4.0,2.0,1.0,5.0,5.0,yes,no,Thuận An, Bình Dương
7.3,48.0,4.0,3.0,5.0,3.5,5.0,yes,yes,Hoàng Mai, Hà Nội
5.95,30.0,3.0,4.0,5.0,2.3,3.41,yes,yes,Nam Từ Liêm, Hà Nội
2.55,106.0,3.0,2.0,1.0,4.0,5.0,yes,no,Thuận An, Bình Dương
6.35,42.0,5.0,5.0,5.0,3.0,3.5,yes,yes,Tây Hồ, Hà Nội
1.65,20.0,2.0,2.0,1.0,4.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
11.49,75.0,7.0,7.0,5.0,6.0,5.0,yes,yes,Phú Nhuận, Hồ Chí Minh
12.6,48.0,4.0,4.0,6.0,5.0,5.0,yes,yes,Thanh Trì, Hà Nội
4.75,33.0,5.0,5.0,5.0,2.5,4.5,yes,no,Hai Bà Trưng, Hà Nội
2.88,54.0,3.0,4.0,3.0,6.0,4.0,yes,no,Phú Nhuận, Hồ Chí Minh
11.0,64.0,4.0,3.0,4.0,5.0,4.0,yes,yes,Thanh Xuân, Hà Nội
5.3,64.0,2.0,3.0,2.0,12.0,4.0,yes,no,Bình Tân, Hồ Chí Minh
3.69,94.0,2.0,1.0,1.0,7.0,4.0,yes,yes,Nha Trang, Khánh Hòa
7.8,38.0,4.0,4.0,6.0,3.5,4.0,yes,yes,Thanh Xuân, Hà Nội
13.0,65.0,4.0,4.0,5.0,6.0,4.0,yes,no,Hoàng Mai, Hà Nội
7.5,63.0,7.0,8.0,3.0,2.0,3.8,yes,yes,Bình Thạnh, Hồ Chí Minh
23.7,52.0,4.0,5.0,6.0,7.0,4.5,yes,yes,Hai Bà Trưng, Hà Nội
5.35,54.0,4.0,4.0,4.0,9.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
6.3,62.0,3.0,2.0,2.0,6.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
6.5,43.3,4.0,4.0,3.0,10.0,4.9,yes,no,Quận 11, Hồ Chí Minh
17.8,100.0,6.0,4.0,4.0,3.0,5.2,yes,yes,Hoàng Mai, Hà Nội
9.0,62.0,4.0,4.0,3.0,6.0,4.5,yes,yes,Bình Thạnh, Hồ Chí Minh
12.5,55.0,6.0,4.0,5.0,5.0,4.5,yes,no,Cầu Giấy, Hà Nội
10.3,45.0,5.0,5.0,4.0,3.0,3.6,yes,yes,Thanh Xuân, Hà Nội
14.0,69.0,5.0,5.0,4.0,7.0,4.77,yes,yes,Quận 10, Hồ Chí Minh
8.5,35.0,4.0,5.0,6.0,3.0,4.0,yes,no,Đống Đa, Hà Nội
11.9,68.0,4.0,4.0,4.0,3.8,5.0,yes,no,Nam Từ Liêm, Hà Nội
4.6,30.0,3.0,4.0,5.0,3.0,3.5,yes,no,Hà Đông, Hà Nội
5.0,32.0,3.0,2.0,4.0,2.5,3.8,yes,yes,Hoàng Mai, Hà Nội
12.5,72.0,4.0,4.0,3.0,12.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
6.3,58.0,4.0,3.0,3.0,5.0,4.5,yes,yes,Quận 6, Hồ Chí Minh
3.58,43.6,3.0,2.0,2.0,8.0,3.4,yes,yes,Quận 12, Hồ Chí Minh
4.95,83.0,5.0,3.0,4.0,3.0,6.3,yes,yes,Nha Trang, Khánh Hòa
3.9,93.0,3.0,1.0,2.0,7.0,5.0,yes,no,Thuận An, Bình Dương
6.9,50.0,2.0,2.0,2.0,2.5,4.6,yes,yes,Nam Từ Liêm, Hà Nội
12.49,54.0,4.0,3.0,4.0,5.0,4.9,yes,yes,Hoàng Mai, Hà Nội
12.0,42.0,3.0,3.0,5.0,5.0,3.7,yes,yes,Tây Hồ, Hà Nội
7.5,36.0,4.0,4.0,6.0,2.5,4.0,yes,yes,Nam Từ Liêm, Hà Nội
2.1,25.41,3.0,2.0,3.0,6.0,3.3,yes,no,Nhà Bè, Hồ Chí Minh
4.25,125.0,1.0,2.0,1.0,7.5,5.0,yes,yes,Cẩm Lệ, Đà Nẵng
10.3,51.0,2.0,4.0,3.0,3.0,4.0,yes,yes,Tây Hồ, Hà Nội
13.5,93.0,5.0,4.0,3.0,5.0,5.0,yes,yes,Nam Từ Liêm, Hà Nội
8.15,33.0,3.0,4.0,4.0,3.0,4.5,yes,yes,Hà Đông, Hà Nội
4.5,60.0,4.0,5.0,4.0,3.0,4.0,yes,yes,Hải Châu, Đà Nẵng
13.5,79.8,5.0,5.0,4.0,6.0,4.2,yes,yes,Tân Bình, Hồ Chí Minh
7.7,100.0,2.0,2.0,2.0,10.0,5.0,yes,yes,Thanh Trì, Hà Nội
6.2,60.0,5.0,4.0,4.0,4.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.95,42.0,3.0,3.0,3.0,3.5,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
15.4,36.0,3.0,3.0,5.0,6.0,3.6,yes,yes,Đống Đa, Hà Nội
4.7,90.0,2.0,1.0,1.0,5.5,4.5,yes,yes,Ngũ Hành Sơn, Đà Nẵng
6.2,30.0,3.0,3.0,4.0,5.0,3.7,yes,yes,Thanh Xuân, Hà Nội
5.28,48.0,3.0,3.0,2.0,3.0,4.2,yes,yes,Gò Vấp, Hồ Chí Minh
12.2,40.0,4.0,4.0,4.0,5.0,3.8,yes,yes,Đống Đa, Hà Nội
13.4,65.0,4.0,3.0,3.0,4.0,5.3,yes,yes,Thanh Xuân, Hà Nội
0.915,90.0,3.0,3.0,1.0,9.0,5.0,yes,yes,Bình Chánh, Hồ Chí Minh
6.3,101.0,2.0,3.0,3.0,4.0,3.6,yes,yes,Bình Tân, Hồ Chí Minh
1.24,100.0,3.0,3.0,2.0,7.0,5.0,yes,no,Bình Chánh, Hồ Chí Minh
7.95,80.0,2.0,2.0,2.0,4.0,4.0,yes,yes,Quận 7, Hồ Chí Minh
5.1,36.5,1.0,1.0,1.0,6.0,4.5,yes,no,Thanh Trì, Hà Nội
8.8,83.6,4.0,5.0,4.0,8.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
6.39,50.0,3.0,3.0,4.0,3.0,4.0,yes,yes,Hai Bà Trưng, Hà Nội
1.24,100.0,3.0,3.0,2.0,7.0,5.0,yes,no,Bình Chánh, Hồ Chí Minh
13.5,79.8,4.0,4.0,4.0,6.0,4.2,yes,yes,Tân Bình, Hồ Chí Minh
10.4,50.0,6.0,5.0,5.0,3.0,4.7,yes,no,Tây Hồ, Hà Nội
7.5,100.0,3.0,3.0,2.0,12.0,5.0,yes,yes,Thuận An, Bình Dương
5.0,30.0,3.0,4.0,5.0,3.0,3.8,yes,yes,Hoàng Mai, Hà Nội
6.45,40.0,5.0,4.0,4.0,2.5,4.5,yes,yes,Nam Từ Liêm, Hà Nội
5.5,33.0,2.0,3.0,4.0,2.5,5.0,yes,yes,Hai Bà Trưng, Hà Nội
9.5,98.0,4.0,3.0,3.0,4.0,6.5,yes,yes,Tân Bình, Hồ Chí Minh
5.5,42.0,3.0,4.0,4.0,2.0,3.5,yes,yes,Hai Bà Trưng, Hà Nội
3.65,32.0,3.0,4.0,5.0,3.0,3.5,yes,yes,Hà Đông, Hà Nội
8.5,58.0,4.0,5.0,4.0,6.0,5.5,yes,no,Tân Bình, Hồ Chí Minh
6.4,38.0,4.0,3.0,4.0,4.0,4.5,yes,yes,Hoàng Mai, Hà Nội
18.9,60.0,5.0,5.0,5.0,5.0,4.0,yes,yes,Đống Đa, Hà Nội
5.4,52.0,4.0,4.0,4.0,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
16.6,75.0,5.0,5.0,5.0,7.0,4.0,yes,yes,Cầu Giấy, Hà Nội
18.85,58.0,4.0,4.0,5.0,8.0,4.5,yes,yes,Đống Đa, Hà Nội
6.3,80.0,2.0,2.0,2.0,6.0,5.0,yes,no,Bình Tân, Hồ Chí Minh
24.5,94.0,4.0,4.0,5.0,10.0,5.0,yes,yes,Đống Đa, Hà Nội
2.0,101.0,6.0,6.0,2.0,8.0,5.0,yes,yes,Cần Đước, Long An
2.55,106.6,3.0,2.0,1.0,10.0,5.0,yes,yes,Thuận An, Bình Dương
6.5,60.0,5.0,5.0,3.0,4.0,4.0,yes,yes,Quận 6, Hồ Chí Minh
6.2,48.0,4.0,4.0,3.0,6.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.98,69.0,2.0,2.0,2.0,4.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
11.2,35.0,3.0,4.0,6.0,4.0,5.2,yes,yes,Thanh Xuân, Hà Nội
6.5,96.0,3.0,2.0,2.0,4.0,6.0,yes,no,Thủ Đức, Hồ Chí Minh
4.3,90.0,2.0,1.0,1.0,5.0,4.3,yes,no,Thủ Đức, Hồ Chí Minh
4.2,52.5,2.0,2.0,2.0,3.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
4.85,56.0,4.0,4.0,3.0,8.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.5,60.0,5.0,5.0,4.0,7.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.1,54.0,5.0,5.0,4.0,7.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
4.9,56.0,4.0,4.0,3.0,7.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
5.5,64.0,5.0,5.0,4.0,8.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
4.99,60.0,4.0,5.0,4.0,7.0,4.0,yes,yes,Bình Tân, Hồ Chí Minh
4.5,55.0,4.0,4.0,3.0,7.0,5.0,yes,no,Bình Tân, Hồ Chí Minh
9.8,38.0,3.0,4.0,6.0,3.0,4.0,yes,no,Thanh Xuân, Hà Nội
4.7,42.9,2.0,1.0,2.0,6.0,4.0,yes,yes,Quận 8, Hồ Chí Minh
5.15,45.0,6.0,4.0,5.0,3.0,4.0,yes,yes,Hoài Đức, Hà Nội
11.5,81.4,4.0,4.0,3.0,10.0,6.0,yes,yes,Bình Thạnh, Hồ Chí Minh
12.3,50.0,4.0,4.0,4.0,11.0,4.0,yes,yes,Hà Đông, Hà Nội
19.3,55.0,4.0,6.0,8.0,4.0,4.5,yes,yes,Cầu Giấy, Hà Nội
14.5,81.0,3.0,3.0,3.0,6.0,4.1,yes,yes,Tân Bình, Hồ Chí Minh
4.2,43.0,3.0,3.0,3.0,4.0,3.6,yes,yes,Hoài Đức, Hà Nội
5.5,60.0,3.0,1.0,2.0,3.0,4.2,yes,yes,Gò Vấp, Hồ Chí Minh
15.5,94.0,5.0,5.0,5.0,4.0,4.5,yes,yes,Tân Bình, Hồ Chí Minh
5.2,57.8,4.0,4.0,3.0,8.0,5.0,yes,no,Tân Phú, Hồ Chí Minh
2.6,35.0,3.0,3.0,3.0,3.0,4.0,no,no,Tây Hồ, Hà Nội
13.9,50.0,4.0,5.0,6.0,4.0,3.5,yes,yes,Cầu Giấy, Hà Nội
1.9,52.6,2.0,2.0,2.0,5.0,5.0,yes,yes,Quận 8, Hồ Chí Minh
13.9,50.0,3.0,5.0,6.0,4.0,3.5,yes,yes,Cầu Giấy, Hà Nội
19.3,60.0,5.0,7.0,8.0,4.0,4.5,yes,yes,Cầu Giấy, Hà Nội
7.95,35.0,3.0,3.0,5.0,4.0,4.2,yes,yes,Đống Đa, Hà Nội
5.2,67.8,4.0,2.0,2.0,4.0,4.0,yes,yes,Quận 8, Hồ Chí Minh
15.0,45.0,4.0,4.0,4.0,5.0,4.0,yes,yes,Ba Đình, Hà Nội
6.2,50.0,4.0,3.0,4.0,3.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
15.5,54.0,6.0,7.0,7.0,10.0,4.2,yes,yes,Đống Đa, Hà Nội
21.0,69.0,6.0,6.0,8.0,9.0,5.2,yes,yes,Cầu Giấy, Hà Nội
7.9,38.0,3.0,3.0,5.0,2.5,3.5,yes,no,Ba Đình, Hà Nội
13.0,48.0,4.0,4.0,4.0,12.0,3.8,yes,yes,Hoàng Mai, Hà Nội
4.9,26.0,3.0,2.0,3.0,3.0,4.2,yes,yes,Gò Vấp, Hồ Chí Minh
13.5,39.0,4.0,5.0,6.0,6.0,3.68,yes,yes,Hoàng Mai, Hà Nội
16.0,45.0,5.0,5.0,7.0,10.0,4.0,yes,yes,Thanh Xuân, Hà Nội
18.4,52.0,5.0,5.0,6.0,8.0,4.0,yes,yes,Thanh Xuân, Hà Nội
10.0,69.0,4.0,5.0,5.0,4.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
16.0,87.0,3.0,3.0,3.0,8.5,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
15.5,65.0,5.0,6.0,4.0,5.0,4.05,yes,yes,Bình Thạnh, Hồ Chí Minh
13.4,60.0,4.0,3.0,5.0,8.0,3.9,yes,yes,Ba Đình, Hà Nội
0.86,46.0,1.0,1.0,1.0,3.0,3.5,no,yes,Vũng Tàu, Bà Rịa Vũng Tàu
5.8,44.0,3.0,3.0,3.0,4.0,4.9,yes,yes,Gò Vấp, Hồ Chí Minh
13.0,72.0,8.0,6.0,4.0,10.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
12.0,58.0,4.0,4.0,4.0,6.0,4.0,yes,yes,Bình Thạnh, Hồ Chí Minh
12.3,73.8,4.0,4.0,4.0,4.0,5.0,yes,no,Bình Thạnh, Hồ Chí Minh
13.5,70.0,4.0,4.0,4.0,12.0,4.5,yes,yes,Bình Thạnh, Hồ Chí Minh
3.95,28.8,2.0,2.0,2.0,4.0,4.0,yes,no,Gò Vấp, Hồ Chí Minh
5.8,43.0,4.0,3.0,2.0,4.0,3.8,no,yes,Gò Vấp, Hồ Chí Minh
14.5,75.0,3.0,3.0,3.0,2.5,4.3,yes,yes,Tây Hồ, Hà Nội
17.8,70.0,2.0,2.0,3.0,4.0,4.0,yes,yes,Thanh Xuân, Hà Nội
2.25,40.0,2.0,1.0,1.0,3.0,4.0,yes,yes,Thanh Trì, Hà Nội
9.8,90.0,5.0,6.0,5.0,8.0,5.0,yes,yes,Nhà Bè, Hồ Chí Minh
8.0,45.0,4.0,3.0,4.0,3.0,4.0,yes,no,Hà Đông, Hà Nội
24.5,80.0,7.0,5.0,6.0,5.0,6.0,yes,no,Hai Bà Trưng, Hà Nội
3.2,32.0,3.0,3.0,4.0,3.0,4.0,yes,yes,Chương Mỹ, Hà Nội
5.3,85.0,4.0,4.0,3.0,7.0,5.0,yes,no,Hóc Môn, Hồ Chí Minh
6.6,53.0,4.0,3.0,5.0,2.0,3.4,yes,no,Thanh Trì, Hà Nội
7.98,39.0,3.0,4.0,4.0,4.0,6.0,yes,yes,Phú Nhuận, Hồ Chí Minh
5.8,35.0,4.0,4.0,5.0,6.0,5.0,yes,yes,Hà Đông, Hà Nội
6.35,37.0,6.0,4.0,5.0,1.5,3.7,yes,yes,Hai Bà Trưng, Hà Nội
9.0,45.0,3.0,4.0,5.0,6.0,5.0,yes,yes,Hà Đông, Hà Nội
7.7,55.5,3.0,2.0,2.0,12.0,4.6,yes,yes,Quận 2, Hồ Chí Minh
6.5,38.0,5.0,4.0,5.0,5.0,3.0,yes,yes,Hà Đông, Hà Nội
8.45,35.0,3.0,4.0,5.0,5.0,4.0,yes,no,Hoàng Mai, Hà Nội
9.3,40.0,3.0,4.0,5.0,5.0,5.0,yes,no,Nam Từ Liêm, Hà Nội
11.8,38.0,4.0,3.0,5.0,7.0,4.0,yes,no,Hoàng Mai, Hà Nội
7.4,31.0,3.0,4.0,5.0,2.5,3.8,yes,no,Đống Đa, Hà Nội
8.5,36.0,6.0,4.0,5.0,7.0,3.6,yes,no,Hoàng Mai, Hà Nội
8.5,33.0,3.0,4.0,5.0,5.0,4.3,yes,yes,Hoàng Mai, Hà Nội
15.0,85.0,4.0,4.0,4.0,7.0,5.2,yes,yes,Phú Nhuận, Hồ Chí Minh
5.8,80.0,4.0,5.0,3.0,5.0,5.0,yes,yes,Quận 7, Hồ Chí Minh
12.9,120.0,6.0,5.0,4.0,5.0,6.0,yes,yes,Gò Vấp, Hồ Chí Minh
2.65,18.1,2.0,1.0,1.0,4.0,3.0,yes,yes,Hai Bà Trưng, Hà Nội
18.2,68.0,4.0,5.0,6.0,5.0,5.2,yes,yes,Hoàng Mai, Hà Nội
2.15,100.0,3.0,2.0,2.0,6.0,5.0,yes,yes,Biên Hòa, Đồng Nai
12.5,40.0,4.0,5.0,6.0,4.0,6.0,yes,yes,Đống Đa, Hà Nội
6.9,73.0,8.0,8.0,5.0,2.0,6.0,yes,yes,Nam Từ Liêm, Hà Nội
19.9,122.0,5.0,2.0,2.0,5.0,6.3,yes,yes,Hoàng Mai, Hà Nội
8.77,82.0,3.0,2.0,3.0,4.0,4.5,yes,yes,Đông Anh, Hà Nội
21.99,50.0,4.0,4.0,5.0,7.0,4.0,yes,yes,Đống Đa, Hà Nội
15.7,43.0,4.0,5.0,6.0,5.0,3.6,yes,yes,Đống Đa, Hà Nội
3.99,78.7,3.0,2.0,2.0,4.0,4.3,yes,yes,Thủ Dầu Một, Bình Dương
3.1,100.0,2.0,1.0,1.0,10.0,5.0,yes,yes,Phan Thiết, Bình Thuận
6.1,26.0,3.0,4.0,5.0,3.0,4.0,yes,yes,Cầu Giấy, Hà Nội
7.68,55.9,4.0,5.0,4.0,6.0,4.3,yes,yes,Bình Thạnh, Hồ Chí Minh
20.9,53.0,4.0,5.0,6.0,4.0,6.0,yes,no,Ba Đình, Hà Nội
6.2,70.0,2.0,1.0,1.0,5.5,4.0,yes,yes,Ngũ Hành Sơn, Đà Nẵng
5.9,32.0,3.0,3.0,4.0,4.0,6.0,yes,yes,Hai Bà Trưng, Hà Nội
14.7,61.0,4.0,4.0,6.0,3.0,6.0,yes,yes,Ba Đình, Hà Nội
12.2,40.0,3.0,4.0,4.0,5.0,3.7,yes,no,Cầu Giấy, Hà Nội
5.68,37.0,4.0,4.0,5.0,4.5,3.3,yes,yes,Hoài Đức, Hà Nội
4.85,35.0,5.0,3.0,4.0,4.0,5.0,yes,yes,Hà Đông, Hà Nội
9.55,41.0,3.0,4.0,5.0,5.0,4.6,yes,no,Ba Đình, Hà Nội
9.9,60.0,4.0,4.0,3.0,5.0,4.0,yes,yes,Tân Bình, Hồ Chí Minh
5.69,45.0,6.0,3.0,5.0,4.0,5.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.35,35.0,3.0,3.0,4.0,3.0,4.0,yes,no,Thanh Trì, Hà Nội
9.3,60.0,4.0,4.0,4.0,1.8,3.7,yes,yes,Hoàng Mai, Hà Nội
17.8,76.0,5.0,6.0,5.0,10.0,4.8,yes,no,Quận 10, Hồ Chí Minh
8.0,30.1,4.0,4.0,6.0,3.0,4.5,yes,no,Cầu Giấy, Hà Nội
11.0,77.5,3.0,3.0,3.0,12.0,5.5,yes,yes,Quận 2, Hồ Chí Minh
3.98,24.3,2.0,2.0,2.0,3.0,3.0,yes,yes,Quận 7, Hồ Chí Minh
3.2,93.5,4.0,5.0,4.0,8.0,5.5,yes,yes,Bình Chánh, Hồ Chí Minh
10.0,47.0,2.0,2.0,2.0,6.0,4.5,yes,yes,Quận 2, Hồ Chí Minh
18.4,60.0,6.0,4.0,5.0,6.0,4.0,yes,no,Đống Đa, Hà Nội
5.0,58.0,4.0,5.0,4.0,8.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
7.99,80.0,7.0,6.0,4.0,5.0,5.0,yes,yes,Vũng Tàu, Bà Rịa Vũng Tàu
7.9,43.0,3.0,3.0,6.0,3.0,4.0,yes,yes,Long Biên, Hà Nội
4.75,51.0,3.0,2.0,2.0,4.0,4.0,yes,yes,Thủ Đức, Hồ Chí Minh
8.7,67.0,4.0,5.0,3.0,5.0,6.1,yes,yes,Quận 2, Hồ Chí Minh
7.2,60.0,3.0,3.0,5.0,6.0,4.0,yes,yes,Quận 9, Hồ Chí Minh
12.9,85.0,4.0,5.0,4.0,12.0,5.0,yes,no,Bình Thạnh, Hồ Chí Minh
17.5,60.0,5.0,5.0,6.0,5.0,4.0,yes,yes,Cầu Giấy, Hà Nội
5.8,85.0,2.0,1.0,1.0,6.0,5.0,yes,yes,Vũng Tàu, Bà Rịa Vũng Tàu
4.5,50.0,3.0,2.0,2.0,3.0,3.5,yes,yes,Quận 7, Hồ Chí Minh
6.68,56.0,4.0,6.0,4.0,4.0,4.0,yes,yes,Gò Vấp, Hồ Chí Minh
4.64,30.0,4.0,4.0,5.0,3.0,3.0,yes,yes,Hà Đông, Hà Nội
6.1,45.0,3.0,3.0,4.0,3.0,3.7,yes,yes,Hai Bà Trưng, Hà Nội
4.25,55.7,2.0,2.0,2.0,6.0,4.3,yes,no,Quận 12, Hồ Chí Minh
21.8,63.0,6.0,7.0,7.0,10.0,5.0,yes,yes,Tây Hồ, Hà Nội
6.65,81.0,3.0,3.0,3.0,5.0,5.0,yes,no,Liên Chiểu, Đà Nẵng
7.9,46.0,4.0,3.0,4.0,1.8,3.1,yes,yes,Hai Bà Trưng, Hà Nội
4.3,51.5,4.0,3.0,4.0,4.5,3.85,yes,yes,Ngô Quyền, Hải Phòng
6.98,75.0,1.0,1.0,1.0,12.0,5.0,yes,yes,Đông Anh, Hà Nội
4.75,34.0,6.0,4.0,4.0,1.5,3.6,yes,yes,Hai Bà Trưng, Hà Nội
6.5,45.0,6.0,4.0,5.0,5.0,3.5,yes,yes,Hà Đông, Hà Nội
10.7,58.0,4.0,4.0,3.0,9.0,3.6,yes,yes,Tân Bình, Hồ Chí Minh
4.8,40.0,4.0,2.0,3.0,3.5,4.0,yes,yes,Tây Hồ, Hà Nội
8.5,50.0,5.0,6.0,5.0,3.0,4.0,yes,yes,Hà Đông, Hà Nội
6.0,60.0,4.0,4.0,3.0,12.0,4.0,no,yes,Nha Trang, Khánh Hòa
6.45,96.0,4.0,4.0,2.0,6.0,5.0,yes,yes,Thủ Đức, Hồ Chí Minh
3.45,52.0,2.0,2.0,2.0,6.0,4.0,yes,no,Quận 9, Hồ Chí Minh
8.0,50.0,5.0,5.0,5.0,5.0,5.0,yes,yes,Hà Đông, Hà Nội
6.9,40.0,4.0,4.0,5.0,3.0,3.9,yes,yes,Nam Từ Liêm, Hà Nội
9.3,70.0,4.0,4.0,4.0,8.0,4.0,yes,yes,Tân Phú, Hồ Chí Minh
4.85,69.6,5.0,5.0,2.0,7.0,5.5,yes,yes,Quận 12, Hồ Chí Minh
20.15,52.0,6.0,7.0,5.0,7.0,4.0,yes,yes,Cầu Giấy, Hà Nội
9.0,41.0,3.0,4.0,3.0,2.0,4.2,yes,yes,Tây Hồ, Hà Nội
19.45,86.0,3.0,3.0,3.0,10.0,4.5,yes,yes,Đống Đa, Hà Nội
9.2,83.0,4.0,5.0,4.0,7.0,5.6,yes,yes,Nhà Bè, Hồ Chí Minh
8.78,36.0,3.0,2.0,3.0,6.0,4.5,yes,yes,Hoàng Mai, Hà Nội
4.65,35.0,2.0,1.0,1.0,9.0,4.0,yes,yes,Long Biên, Hà Nội
3.69,60.0,2.0,2.0,2.0,3.5,4.0,yes,no,Quận 12, Hồ Chí Minh
6.6,62.0,4.0,3.0,2.0,4.5,4.2,yes,no,Thủ Đức, Hồ Chí Minh
4.12,52.0,2.0,2.0,2.0,5.0,4.5,yes,yes,Tân Phú, Hồ Chí Minh
2.6,60.0,1.0,1.0,1.0,4.0,4.0,yes,yes,Thuận An, Bình Dương
3.9,85.0,2.0,2.0,2.0,7.0,5.0,yes,yes,Thuận An, Bình Dương
6.6,118.3,2.0,2.0,1.0,2.0,6.3,yes,no,Thủ Đức, Hồ Chí Minh
18.3,50.0,4.0,4.0,5.0,6.0,5.2,yes,yes,Đống Đa, Hà Nội
3.2,38.0,5.0,5.0,5.0,4.0,5.0,yes,yes,Hà Đông, Hà Nội
15.5,56.0,2.0,2.0,2.0,4.0,3.6,yes,yes,Long Biên, Hà Nội
8.0,36.7,4.0,5.0,5.0,5.0,5.8,yes,no,Long Biên, Hà Nội
1.85,64.0,3.0,3.0,2.0,5.0,5.0,yes,yes,Quận 12, Hồ Chí Minh
